domain,context,response,act,speaker
hotel,"Agent: I'm sorry, they are both 2 star hotels. Would you like to try a different area or star number? <SEP> User: A 4 star guesthouse in the north would be fine too. <SEP> Agent: There are several in the moderate price range and one that is cheap. Does price matter?","No, it doesn't. What place would you recommend?",Hotel-Inform,0
hotel,"Agent: When would you like to go and what size party will you have? <SEP> User: 4 people. Starting Tuesday, 5 nights. <SEP> Agent: Booking was unsuccessful. Want to find another hotel?",As long as it's in the same price range. Can you give me the reference number too please?,Hotel-Request,0
hotel,User: I am looking for somewhere to stay in the east. <SEP> Agent: There are 7 hotels in the east. Do you have a price range or other needs to narrow them down?,"Yes, I would like it to be cheap and a type of guesthouse.",Hotel-Inform,0
hotel,"User: Yes book for 8 people for 2 nights starting on Tuesday. <SEP> Agent: Booking was successful. Reference number is : IV8NUJOU . anything else? <SEP> User: No, that should be it. Thanks so much.",Thanks for letting me assist you. Have a great day!,general-bye,1
hotel,User: Hi I'm looking to stay at a place with a 3 star rating that has free parking,Do you prefer a hotel or a guesthouse?,Hotel-Request,1
hotel,"Agent: Yes, The Cambridge Belfry is a cheap hotel in the West. <SEP> User: Do they have free internet? <SEP> Agent: Yes, they have internet would you like me to book it for you?",No I don't need reservation but can I get the address and phone number for them.?,Hotel-Request,0
hotel,"Agent: Okay, the cambridge belfry fits all of your needs. <SEP> User: That sounds wonderful. Can you please book a reservation for 7 people? <SEP> Agent: On which day would you like to start this reservation?","Sunday, for 4 nights please.",Hotel-Inform,0
hotel,Agent: It has a 4 star rating and wifi yes. <SEP> User: Can you tell me the name and phone number of that hotel please? <SEP> Agent: It is the Cambridge Belfry hotel and the phone number is 01954714600. Do you need any other details?,"No, actually that did it. I have all I need. Thanks again. Goodbye.",general-bye,0
hotel,Agent: Booking was unsuccessful. Perhaps another day or shorter stay? <SEP> User: how about starting on friday? <SEP> Agent: Booking was successful for Friday. Reference number is : VRX491JS .,Thank you so much! That is all I needed.,general-thank,0
hotel,Agent: I have 7 guesthouse and 1 hotel matching your inquiry. Would you like a certain area or price range? <SEP> User: I need free parking. <SEP> Agent: It's looking like they all offer both free parking and Wifi. Would you prefer to stay in a particular area of the city?,I would like you to book me into the hotel for tuesday for 5 nights and 2 people.,Hotel-Inform,0
hotel,User: Could you help me locate a 4 star lodging on the north side of town? <SEP> Agent: Sure. How about the avalon? They also have free internet as well. <SEP> User: Sure that would be lovely.,"Alright, for how many people and for how long would you like to book this?",Booking-Request,1
hotel,Agent: There are some guestrooms that fit those requirements. Can I book a room at Carolina Bed and Breakfast for you? <SEP> User: I need to book it starting Saturday for 3 nights. There will be 3 guests. <SEP> Agent: No problem. Your reference number is U6E0DEZR .,Thanks so much. That's all I need.,general-thank,0
hotel,"User: Yes, one of those will be fine. <SEP> Agent: Your booking at carolina bed and breakfast was successful. Your reference number is PGLREGJ8 . <SEP> User: Great! Nothing else at the moment, but thank you and goodbye.",Okay glad I could be of help.,general-welcome,1
hotel,User: I'd like to find a 4 star lodging with free parking. <SEP> Agent: I have 19 hotels or guest houses throughout the city that meet your needs. Can you tell me if you want a hotel or a guest house?,That does not matter but I need it to have free wifi and in the expensive price range.,Hotel-Inform,0
hotel,"Agent: Booking was unsuccessful. Would you like me to try a different hotel? <SEP> User: Yes, the same price range. <SEP> Agent: In the area of west there is only one guest house in the moderate price range. Do you want me to search a different area?",Yes you can check any area please.,Hotel-Inform,0
hotel,"User: Yes, can you help me with my hotel plans? <SEP> Agent: Yes, I can certainly help you with that. Is there an area of town you prefer to stay in? And do you have a price range in mind?",I want to stay in Cambridge and I need a cheap hotel.,Hotel-Inform,0
hotel,"Agent: I have two hotels in that category. Both are expensive and have 3 stars each. Both offer free wifi and parking. Do you prefer the south or centre of town? <SEP> User: Either one is fine. How about the South? <SEP> Agent: The Lensfield Hotel would be the place then. It's expensive, 3-star rated with free wifi and free parking. Would you like me to book a room for you?","No thanks, just getting information. That's all I need.",general-thank,0
hotel,"User: how about something in the moderate price range? <SEP> Agent: How about acorn house? I hear it's lovely. <SEP> User: Sure, please make a reservation for 2 people 2 nights starting on thursday.","Sorry, the hotel can't accommodate you for that time frame. want to change dates?",Booking-NoBook,1
hotel,"User: Yes, please book for 8 people, for 4 nights starting from Saturday. <SEP> Agent: Your hotel has been booked. Your reference number is 79Z7DU6E . Is there anything else I can help you with today? <SEP> User: No, that's all I need.",Thank you for using our service today.,general-bye,1
hotel,User: how about wednesday instead? <SEP> Agent: Booking was unsuccessful. Would you like to try a different location? <SEP> User: Yeah try a different place. Anywhere that meets my requirements,"I'm going to try for the Arbury Lodge Guesthouse, sir. Is that all right?",Hotel-Inform,1
hotel,"Agent: The Bridge Guest House is rated 3 stars, and has free wifi and parking. Before I can make a reservation, I need to know how many nights you will be staying. <SEP> User: Please make a reservation for 3 nights. <SEP> Agent: No problem. Your reference number is VQLMM8NQ . Anything else?","No, that's all I need today. Thanks for your help!",general-thank,0
hotel,Agent: It has internet access <SEP> User: then thats good for me <SEP> Agent: Is there anything else?,"No, that's all. Thanks, good bye.",general-bye,0
hotel,Agent: I was able to get a room for you at aylesbray lodge. Your reference number is bb07ctao . Anything else? <SEP> User: No that is all. Thanks! <SEP> Agent: Have a great day!,You too thank you! Goodbye.,general-bye,0
hotel,User: I am looking for a place to stay with free parking. <SEP> Agent: We have many places to choose from. Do you have a specific price range or area you want to stay in?,"No, but I would like a guesthouse.",Hotel-Inform,0
hotel,User: I am looking for information on the kirkwood house. <SEP> Agent: Kirkwood house is a guesthouse located at 172 chesterton rd on the north side of town. Phone number is 01223306283 with free parking and wifi. Is there anything else?,Yes please. What is the price range?,Hotel-Request,0
hotel,User: I am looking for a hotel called alpha-milton guest house <SEP> Agent: The alpha-milton guest house is in the north part of town at 63 milton road.,book it for 2 people and 4 nights starting from tuesday.,Hotel-Inform,0
hotel,"User: Yes. I have heard great things about that guest house. <SEP> Agent: Your booking is complete. Your reference number is 33ZFXQ8P . Is there anything else I can help you with today? <SEP> User: No, that's all I needed today. Thank you!",Thank you for using our service today.,general-bye,1
hotel,"Agent: We have 2 guesthouses that match your needs. aylesbray lodge guest house or rosa's bed and breakfast. Does either of these fancy your interest? <SEP> User: Do either of them have internet? I'll also take the address for both. <SEP> Agent: Yes, they both do. Aylesbray is at 5 Mowbray Road, and Rosa's is located at 53 Roseford Road.",Thanks for the information!,general-thank,0
hotel,"Agent: I have the Lensfield hotel. Would you like to book it? <SEP> User: First let me ask if they have free parking. Also, can you please tell me the star rating? <SEP> Agent: They do have free parking and it is a 3 star hotel. How else may I assist you?",That sounds perfect. I will book it myself if I decide on it. That is all I need today. Thank you.,general-thank,0
hotel,Agent: I am sorry. I could not make that booking. Would you like to try another hotel? <SEP> User: Yes one that is in the same price range. <SEP> Agent: Autumn house is a cheap guest house in the east. Would you like me to book that for you?,Yes. That sounds great. Please try to book it.,Hotel-Request,0
